wavelength_nm,aperture_flux,aperture_error,pabeta_continuum,pabeta_residual,pagamma_continuum,pagamma_residual
1112.14603119879,348.25456953048706,3.53382846236387,470.80362144390006,-122.549051913413,303.31161064639946,44.9429588840876
1112.782031210372,336.01963353157043,3.4901808203169447,470.52062811147636,-134.50099457990592,301.94887518560927,34.07075834596117
1113.4180312219542,328.54338550567627,3.5875699992645154,470.23763477905254,-141.69424927337627,300.58613972481817,27.957245780858102
1114.0540312335359,345.07363533973694,3.733833191855598,469.9546414466289,-124.88100610689196,299.22340426402843,45.85023107570851
1114.6900312451178,345.8596980571747,3.8669272965048873,469.6716481142052,-123.81195005703051,297.86066880323824,47.99902925393644
1115.3260312566997,336.53128600120544,3.5104425524464076,469.38865478178144,-132.857368780576,296.49793334244805,40.033352658757394
1115.9620312682816,310.91702485084534,3.5437882848245503,469.10566144935774,-158.1886365985124,295.13519788165786,15.781826969187478
1116.5980312798638,330.62438559532166,3.624579671559183,468.82266811693387,-138.1982825216122,293.7724624208672,36.85192317445444
1117.2340312914455,320.83400297164917,3.667637079378382,468.5396747845103,-147.7056718128611,292.4097269600775,28.424276011571692
1117.8700313030274,329.44167137145996,3.7522262440624883,468.2566814520865,-138.81501008062656,291.0469914992873,38.394679872172674
